locus_tag	ftype	length_bp	gene	EC_number	COG	product
PJNEKNFH_18009	CDS	777	ramB_5		COG1396	HTH-type transcriptional regulator RamB
PJNEKNFH_18010	CDS	363				hypothetical protein
PJNEKNFH_18011	CDS	600				hypothetical protein
PJNEKNFH_18012	CDS	873				hypothetical protein
PJNEKNFH_18013	CDS	189				hypothetical protein
PJNEKNFH_18014	CDS	327				hypothetical protein
PJNEKNFH_18015	CDS	933	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
PJNEKNFH_18016	CDS	132				hypothetical protein
PJNEKNFH_18017	CDS	411				hypothetical protein
PJNEKNFH_18018	CDS	234				hypothetical protein
PJNEKNFH_18019	CDS	480				hypothetical protein
PJNEKNFH_18020	CDS	243				hypothetical protein
PJNEKNFH_18021	CDS	198				hypothetical protein
PJNEKNFH_18022	CDS	297				hypothetical protein
PJNEKNFH_18023	CDS	579				hypothetical protein
PJNEKNFH_18024	CDS	216		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
PJNEKNFH_18025	CDS	189				hypothetical protein
PJNEKNFH_18026	CDS	612	livF_11		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
PJNEKNFH_18027	CDS	252	secY_4		COG0201	Protein translocase subunit SecY
PJNEKNFH_18028	CDS	234				hypothetical protein
PJNEKNFH_18029	CDS	213	flgE_2		COG1749	Flagellar hook protein FlgE
PJNEKNFH_18030	CDS	747	ftcR			Flagellar transcriptional regulator FtcR
PJNEKNFH_18031	CDS	354				hypothetical protein
PJNEKNFH_18032	CDS	348				hypothetical protein
PJNEKNFH_18033	CDS	324				hypothetical protein
PJNEKNFH_18034	CDS	612				hypothetical protein
PJNEKNFH_18035	CDS	219				hypothetical protein
PJNEKNFH_18036	CDS	1023	btuD_37	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PJNEKNFH_18037	CDS	423	qutE_2	4.2.1.10		Catabolic 3-dehydroquinase
PJNEKNFH_18038	CDS	501				hypothetical protein
PJNEKNFH_18039	CDS	183				hypothetical protein
PJNEKNFH_18040	CDS	945	bioF_3	2.3.1.47		8-amino-7-oxononanoate synthase
PJNEKNFH_18041	CDS	618	lepB_5	3.4.21.89	COG0681	Signal peptidase I
PJNEKNFH_18042	CDS	738				hypothetical protein
PJNEKNFH_18043	CDS	171				hypothetical protein
PJNEKNFH_18044	CDS	510	caiE_2			Carnitine operon protein CaiE
PJNEKNFH_18045	CDS	261				hypothetical protein
PJNEKNFH_18046	CDS	159				hypothetical protein
PJNEKNFH_18047	CDS	423		3.1.3.-	COG0560	putative phosphatase
PJNEKNFH_18048	CDS	381	btuB_44			Vitamin B12 transporter BtuB
PJNEKNFH_18049	CDS	480	gcvPB_2	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
PJNEKNFH_18050	CDS	564				hypothetical protein
PJNEKNFH_18051	CDS	459				hypothetical protein
PJNEKNFH_18052	CDS	636				hypothetical protein
PJNEKNFH_18053	CDS	276				hypothetical protein
PJNEKNFH_18054	CDS	510	rsuA_3	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
PJNEKNFH_18055	CDS	408				hypothetical protein
PJNEKNFH_18056	CDS	453				hypothetical protein
PJNEKNFH_18057	CDS	666				hypothetical protein
PJNEKNFH_18058	CDS	1134	atoC_8		COG2204	Regulatory protein AtoC
PJNEKNFH_18059	CDS	252				hypothetical protein
PJNEKNFH_18060	CDS	285				hypothetical protein
PJNEKNFH_18061	CDS	291				hypothetical protein
PJNEKNFH_18062	CDS	651				hypothetical protein
PJNEKNFH_18063	CDS	399				hypothetical protein
PJNEKNFH_18064	CDS	102				hypothetical protein
PJNEKNFH_18065	CDS	846				hypothetical protein
PJNEKNFH_18066	CDS	837	rdpA_2	1.14.11.44		(R)-phenoxypropionate/alpha-ketoglutarate-dioxygenase
PJNEKNFH_18067	CDS	1152				hypothetical protein
PJNEKNFH_18068	CDS	618	rplY_5		COG1825	50S ribosomal protein L25
PJNEKNFH_18069	CDS	459	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
PJNEKNFH_18070	CDS	102				hypothetical protein
PJNEKNFH_18071	CDS	699				hypothetical protein
PJNEKNFH_18072	CDS	114				hypothetical protein
PJNEKNFH_18073	CDS	1029				hypothetical protein
PJNEKNFH_18074	CDS	555				hypothetical protein
PJNEKNFH_18075	CDS	396				hypothetical protein
PJNEKNFH_18076	CDS	1116		2.6.1.-	COG0161	putative aminotransferase
PJNEKNFH_18077	CDS	1071				hypothetical protein
PJNEKNFH_18078	CDS	612	msrA_6	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
PJNEKNFH_18079	CDS	312				hypothetical protein
PJNEKNFH_18080	CDS	567				hypothetical protein
PJNEKNFH_18081	CDS	204				hypothetical protein
PJNEKNFH_18082	CDS	453	betA_6	1.2.1.8		Oxygen-dependent choline dehydrogenase
PJNEKNFH_18083	CDS	531				hypothetical protein
PJNEKNFH_18084	CDS	252				hypothetical protein
PJNEKNFH_18085	CDS	555	fabF_7	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
PJNEKNFH_18086	CDS	471				hypothetical protein
PJNEKNFH_18087	CDS	1101				hypothetical protein
PJNEKNFH_18088	CDS	894			COG3039	IS5 family transposase ISAtu2
PJNEKNFH_18089	CDS	345	higB-2_2		COG2026	Toxin HigB-2
PJNEKNFH_18090	CDS	402	xerC_20			Tyrosine recombinase XerC
PJNEKNFH_18091	CDS	213				hypothetical protein
PJNEKNFH_18092	CDS	579				hypothetical protein
PJNEKNFH_18093	CDS	750	glcB_4	2.3.3.9	COG2225	Malate synthase G
PJNEKNFH_18094	CDS	183				hypothetical protein
PJNEKNFH_18095	CDS	144				hypothetical protein
PJNEKNFH_18096	CDS	438		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
PJNEKNFH_18097	CDS	114				hypothetical protein
PJNEKNFH_18098	CDS	252	bioA_3	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
PJNEKNFH_18099	CDS	162				hypothetical protein
PJNEKNFH_18100	CDS	312				hypothetical protein
PJNEKNFH_18101	CDS	345			COG3039	IS5 family transposase ISMpo8
PJNEKNFH_18102	CDS	351			COG3039	IS5 family transposase ISBj2
PJNEKNFH_18103	CDS	702	uvrB_4		COG0556	UvrABC system protein B
PJNEKNFH_18104	CDS	936		1.3.1.103		2-haloacrylate reductase
PJNEKNFH_18105	CDS	231				hypothetical protein
PJNEKNFH_18106	CDS	279				hypothetical protein
PJNEKNFH_18107	CDS	195				hypothetical protein
PJNEKNFH_18108	CDS	567	cysD_4	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
PJNEKNFH_18109	CDS	165				hypothetical protein
PJNEKNFH_18110	CDS	156				hypothetical protein
PJNEKNFH_18111	CDS	189				hypothetical protein
PJNEKNFH_18112	CDS	198				hypothetical protein
PJNEKNFH_18113	CDS	285				hypothetical protein
PJNEKNFH_18114	CDS	468				hypothetical protein
PJNEKNFH_18115	CDS	660				hypothetical protein
PJNEKNFH_18116	CDS	156	fabA_5	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
PJNEKNFH_18117	CDS	174				hypothetical protein
PJNEKNFH_18118	CDS	285				hypothetical protein
PJNEKNFH_18119	CDS	126				hypothetical protein
PJNEKNFH_18120	CDS	609				hypothetical protein
PJNEKNFH_18121	CDS	126				hypothetical protein
PJNEKNFH_18122	CDS	672				hypothetical protein
PJNEKNFH_18123	CDS	333				hypothetical protein
PJNEKNFH_18124	CDS	234				hypothetical protein
PJNEKNFH_18125	CDS	378				hypothetical protein
PJNEKNFH_18126	CDS	639	birA_5	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
PJNEKNFH_18127	CDS	378	crcB_5		COG0239	Putative fluoride ion transporter CrcB
PJNEKNFH_18128	CDS	738				hypothetical protein
PJNEKNFH_18129	CDS	231				hypothetical protein
PJNEKNFH_18130	CDS	681				hypothetical protein
PJNEKNFH_18131	CDS	117	gcvP_3	1.4.4.2		Glycine dehydrogenase (decarboxylating)
PJNEKNFH_18132	CDS	765				hypothetical protein
PJNEKNFH_18133	CDS	612				hypothetical protein
PJNEKNFH_18134	CDS	357	rppH_7	3.6.1.-		RNA pyrophosphohydrolase
PJNEKNFH_18135	CDS	1056	ftsI_8	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
PJNEKNFH_18136	CDS	102				hypothetical protein
PJNEKNFH_18137	CDS	225	rpsR_6		COG0238	30S ribosomal protein S18
PJNEKNFH_18138	CDS	627				hypothetical protein
PJNEKNFH_18139	CDS	675				hypothetical protein
PJNEKNFH_18140	CDS	936				hypothetical protein
PJNEKNFH_18141	CDS	135				hypothetical protein
PJNEKNFH_18142	CDS	1026	cobD_2	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
PJNEKNFH_18143	CDS	249				hypothetical protein
PJNEKNFH_18144	CDS	237	narI_2	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
PJNEKNFH_18145	CDS	726				hypothetical protein
PJNEKNFH_18146	CDS	270			COG0730	putative membrane transporter protein
PJNEKNFH_18147	CDS	624				hypothetical protein
PJNEKNFH_18148	CDS	1146				hypothetical protein
PJNEKNFH_18149	CDS	699				hypothetical protein
PJNEKNFH_18150	CDS	228				hypothetical protein
PJNEKNFH_18151	CDS	576				hypothetical protein
PJNEKNFH_18152	CDS	390				hypothetical protein
PJNEKNFH_18153	CDS	537				hypothetical protein
PJNEKNFH_18154	CDS	189				hypothetical protein
PJNEKNFH_18155	CDS	309				hypothetical protein
PJNEKNFH_18156	CDS	219	ligA_8	6.5.1.2	COG0272	DNA ligase
PJNEKNFH_18157	CDS	540	ligA_9	6.5.1.2	COG0272	DNA ligase
PJNEKNFH_18158	CDS	123				hypothetical protein
PJNEKNFH_18159	CDS	366				hypothetical protein
PJNEKNFH_18160	CDS	339	glnB_7		COG0347	Nitrogen regulatory protein P-II
PJNEKNFH_18161	CDS	507	glnA_4	6.3.1.2	COG0174	Glutamine synthetase
PJNEKNFH_18162	CDS	384	amn_6	3.2.2.4		AMP nucleosidase
PJNEKNFH_18163	CDS	645				hypothetical protein
PJNEKNFH_18164	CDS	177				hypothetical protein
PJNEKNFH_18165	CDS	831				hypothetical protein
PJNEKNFH_18166	CDS	450	dtd_1	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
PJNEKNFH_18167	CDS	387	rpoD_4		COG0568	RNA polymerase sigma factor RpoD
PJNEKNFH_18168	CDS	99				hypothetical protein
PJNEKNFH_18169	CDS	324				hypothetical protein
PJNEKNFH_18170	CDS	690				hypothetical protein
PJNEKNFH_18171	CDS	504				hypothetical protein
PJNEKNFH_18172	CDS	441				hypothetical protein
PJNEKNFH_18173	CDS	462				hypothetical protein
PJNEKNFH_18174	CDS	96				hypothetical protein
PJNEKNFH_18175	CDS	756				hypothetical protein
PJNEKNFH_18176	CDS	438				hypothetical protein
PJNEKNFH_18177	CDS	237		1.4.5.-		L-amino acid dehydrogenase
PJNEKNFH_18178	CDS	327				hypothetical protein
PJNEKNFH_18179	CDS	831				hypothetical protein
PJNEKNFH_18180	CDS	165				hypothetical protein
PJNEKNFH_18181	CDS	387				hypothetical protein
PJNEKNFH_18182	CDS	327				hypothetical protein
PJNEKNFH_18183	CDS	957				hypothetical protein
PJNEKNFH_18184	CDS	177				hypothetical protein
PJNEKNFH_18185	CDS	510	aadR		COG0664	Transcriptional activatory protein AadR
PJNEKNFH_18186	CDS	543				hypothetical protein
PJNEKNFH_18187	CDS	213				hypothetical protein
PJNEKNFH_18188	CDS	729				hypothetical protein
PJNEKNFH_18189	CDS	675	yihX_2	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
PJNEKNFH_18190	CDS	285				hypothetical protein
PJNEKNFH_18191	CDS	411				hypothetical protein
PJNEKNFH_18192	CDS	462				hypothetical protein
PJNEKNFH_18193	CDS	210				hypothetical protein
PJNEKNFH_18194	CDS	246				hypothetical protein
PJNEKNFH_18195	CDS	516				hypothetical protein
PJNEKNFH_18196	CDS	285				hypothetical protein
PJNEKNFH_18197	CDS	606				hypothetical protein
PJNEKNFH_18198	CDS	357	ribN_2			Riboflavin transporter
PJNEKNFH_18199	CDS	777				Tn3 family transposase ISAcsp1
PJNEKNFH_18200	CDS	135				hypothetical protein
PJNEKNFH_18201	CDS	1104				hypothetical protein
PJNEKNFH_18202	CDS	978	bepA_20	3.4.-.-		Beta-barrel assembly-enhancing protease
PJNEKNFH_18203	CDS	1017	pal_20			Peptidoglycan-associated lipoprotein
PJNEKNFH_18204	CDS	222				hypothetical protein
PJNEKNFH_18205	CDS	210				hypothetical protein
PJNEKNFH_18206	CDS	729	rpoH_3		COG0568	RNA polymerase sigma factor RpoH
PJNEKNFH_18207	CDS	453				hypothetical protein
PJNEKNFH_18208	CDS	588				hypothetical protein
PJNEKNFH_18209	CDS	1092	dnaE2_14	2.7.7.7		Error-prone DNA polymerase
PJNEKNFH_18210	CDS	600	purD_8	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
PJNEKNFH_18211	CDS	324				hypothetical protein
PJNEKNFH_18212	CDS	909		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
PJNEKNFH_18213	CDS	288				hypothetical protein
PJNEKNFH_18214	CDS	207				hypothetical protein
PJNEKNFH_18215	CDS	243				hypothetical protein
PJNEKNFH_18216	CDS	114				hypothetical protein
PJNEKNFH_18217	CDS	972				hypothetical protein
PJNEKNFH_18218	CDS	378	araB_1	3.1.1.15		L-arabinolactonase
PJNEKNFH_18219	CDS	591				hypothetical protein
PJNEKNFH_18220	CDS	201				hypothetical protein
PJNEKNFH_18221	CDS	690	ampR_1			HTH-type transcriptional activator AmpR
PJNEKNFH_18222	CDS	783	sdhB_5	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
PJNEKNFH_18223	CDS	492	purN_4	2.1.2.2		Phosphoribosylglycinamide formyltransferase
PJNEKNFH_18224	CDS	807				hypothetical protein
PJNEKNFH_18225	tRNA	77				tRNA-His(gtg)
PJNEKNFH_18226	CDS	840				hypothetical protein
PJNEKNFH_18227	CDS	153				hypothetical protein
PJNEKNFH_18228	CDS	798	bepA_21	3.4.-.-		Beta-barrel assembly-enhancing protease
PJNEKNFH_18229	CDS	378	gldH_1			Gliding motility lipoprotein GldH
PJNEKNFH_18230	CDS	360	nusA_4			Transcription termination/antitermination protein NusA
PJNEKNFH_18231	CDS	414				hypothetical protein
PJNEKNFH_18232	CDS	369				hypothetical protein
PJNEKNFH_18233	CDS	342	hyfR		COG3604	DNA-binding transcriptional activator HyfR
PJNEKNFH_18234	CDS	432				hypothetical protein
PJNEKNFH_18235	CDS	729	trmD_4	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
PJNEKNFH_18236	CDS	366				hypothetical protein
PJNEKNFH_18237	CDS	1128	cinA_7			Putative competence-damage inducible protein
PJNEKNFH_18238	CDS	717				hypothetical protein
PJNEKNFH_18239	CDS	276				hypothetical protein
PJNEKNFH_18240	CDS	585				hypothetical protein
PJNEKNFH_18241	CDS	639	rutD_4	3.5.1.-		Putative aminoacrylate hydrolase RutD
PJNEKNFH_18242	CDS	123				hypothetical protein
PJNEKNFH_18243	CDS	183				hypothetical protein
PJNEKNFH_18244	CDS	408	yecN_1		COG3788	Inner membrane protein YecN
PJNEKNFH_18245	CDS	372	csaA_3		COG0073	putative chaperone CsaA
PJNEKNFH_18246	CDS	615				hypothetical protein
PJNEKNFH_18247	CDS	144	menF_7	5.4.4.2		Isochorismate synthase MenF
PJNEKNFH_18248	CDS	318				hypothetical protein
PJNEKNFH_18249	CDS	306				hypothetical protein
PJNEKNFH_18250	CDS	135				hypothetical protein
PJNEKNFH_18251	CDS	144				hypothetical protein
PJNEKNFH_18252	CDS	681	oxyR_5			Hydrogen peroxide-inducible genes activator
PJNEKNFH_18253	CDS	315				hypothetical protein
PJNEKNFH_18254	CDS	366				hypothetical protein
PJNEKNFH_18255	CDS	816	crtI	1.3.99.31	COG1233	Phytoene desaturase (lycopene-forming)
PJNEKNFH_18256	CDS	108				hypothetical protein
PJNEKNFH_18257	tRNA	75				tRNA-Asn(gtt)
PJNEKNFH_18258	CDS	357	hndC_2	1.12.1.3	COG1145	NADP-reducing hydrogenase subunit HndC
PJNEKNFH_18259	CDS	306				hypothetical protein
PJNEKNFH_18260	CDS	1047				hypothetical protein
PJNEKNFH_18261	CDS	456				hypothetical protein
PJNEKNFH_18262	CDS	132				hypothetical protein
PJNEKNFH_18263	CDS	804	gntT_1		COG2610	High-affinity gluconate transporter
PJNEKNFH_18264	CDS	222				hypothetical protein
PJNEKNFH_18265	CDS	315				hypothetical protein
PJNEKNFH_18266	CDS	348	citA_3	2.3.3.16	COG0372	Putative citrate synthase 2
PJNEKNFH_18267	CDS	504				hypothetical protein
PJNEKNFH_18268	CDS	276			COG4095	Sugar transporter SemiSWEET
PJNEKNFH_18269	CDS	216				hypothetical protein
PJNEKNFH_18270	CDS	600	narG_4	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
PJNEKNFH_18271	CDS	870	mnmE_4	3.6.-.-	COG0486	tRNA modification GTPase MnmE
PJNEKNFH_18272	CDS	675				hypothetical protein
PJNEKNFH_18273	CDS	711	dadA_3	1.4.99.-		D-amino acid dehydrogenase
PJNEKNFH_18274	CDS	252				hypothetical protein
PJNEKNFH_18275	CDS	537				hypothetical protein
PJNEKNFH_18276	CDS	132				hypothetical protein
PJNEKNFH_18277	CDS	783				hypothetical protein
PJNEKNFH_18278	CDS	288				hypothetical protein
PJNEKNFH_18279	CDS	1014	rpfG	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
PJNEKNFH_18280	CDS	624	echA8_8	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
PJNEKNFH_18281	CDS	174				hypothetical protein
PJNEKNFH_18282	CDS	648	ybeY_5	3.1.-.-		Endoribonuclease YbeY
PJNEKNFH_18283	CDS	135				hypothetical protein
PJNEKNFH_18284	CDS	435	rnhA_5	3.1.26.4	COG0328	Ribonuclease HI
PJNEKNFH_18285	CDS	402				hypothetical protein
PJNEKNFH_18286	CDS	552				hypothetical protein
PJNEKNFH_18287	CDS	531				hypothetical protein
PJNEKNFH_18288	CDS	717				hypothetical protein
PJNEKNFH_18289	CDS	624				hypothetical protein
PJNEKNFH_18290	CDS	726	betI_18			HTH-type transcriptional regulator BetI
PJNEKNFH_18291	CDS	519	fbp_2	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
PJNEKNFH_18292	CDS	549	phoB_8		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
PJNEKNFH_18293	CDS	351				hypothetical protein
PJNEKNFH_18294	CDS	339				hypothetical protein
PJNEKNFH_18295	CDS	189				hypothetical protein
PJNEKNFH_18296	CDS	576				hypothetical protein
PJNEKNFH_18297	CDS	549	ecm_1	5.4.99.63	COG1884	Ethylmalonyl-CoA mutase
PJNEKNFH_18298	CDS	453				hypothetical protein
PJNEKNFH_18299	CDS	852	xylI	3.2.1.8	COG3693	Endo-1,4-beta-xylanase A
PJNEKNFH_18300	CDS	237				hypothetical protein
PJNEKNFH_18301	CDS	513	groL5_3			60 kDa chaperonin 5
PJNEKNFH_18302	CDS	321				hypothetical protein
PJNEKNFH_18303	CDS	498				hypothetical protein
PJNEKNFH_18304	CDS	663	sir_2	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
PJNEKNFH_18305	CDS	354				hypothetical protein
PJNEKNFH_18306	CDS	504				hypothetical protein
PJNEKNFH_18307	CDS	357				hypothetical protein
PJNEKNFH_18308	CDS	342				hypothetical protein
PJNEKNFH_18309	CDS	351				hypothetical protein
PJNEKNFH_18310	tRNA	75				tRNA-Glu(ctc)
PJNEKNFH_18311	CDS	798	dppA_2		COG0747	Periplasmic dipeptide transport protein
PJNEKNFH_18312	CDS	888	arlS	2.7.13.3		Signal transduction histidine-protein kinase ArlS
PJNEKNFH_18313	CDS	654				hypothetical protein
PJNEKNFH_18314	CDS	264				hypothetical protein
PJNEKNFH_18315	CDS	315				hypothetical protein
PJNEKNFH_18316	CDS	561	lptA_4			Lipopolysaccharide export system protein LptA
PJNEKNFH_18317	CDS	147				hypothetical protein
PJNEKNFH_18318	CDS	978				hypothetical protein
PJNEKNFH_18319	CDS	474				hypothetical protein
PJNEKNFH_18320	CDS	546				hypothetical protein
PJNEKNFH_18321	CDS	360	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
PJNEKNFH_18322	CDS	492	yjgH_1		COG0251	RutC family protein YjgH
PJNEKNFH_18323	CDS	1002				hypothetical protein
PJNEKNFH_18324	CDS	693				hypothetical protein
PJNEKNFH_18325	CDS	195	rplM_5		COG0102	50S ribosomal protein L13
PJNEKNFH_18326	CDS	396	rpsI_6		COG0103	30S ribosomal protein S9
PJNEKNFH_18327	tRNA	75				tRNA-Gln(ctg)
PJNEKNFH_18328	CDS	510				hypothetical protein
PJNEKNFH_18329	CDS	318				hypothetical protein
PJNEKNFH_18330	CDS	195	polA_8	2.7.7.7		DNA polymerase I, thermostable
PJNEKNFH_18331	CDS	753				hypothetical protein
PJNEKNFH_18332	CDS	354				hypothetical protein
PJNEKNFH_18333	CDS	402				hypothetical protein
PJNEKNFH_18334	CDS	555				hypothetical protein
PJNEKNFH_18335	CDS	759				hypothetical protein
PJNEKNFH_18336	CDS	663				hypothetical protein
PJNEKNFH_18337	CDS	1149				hypothetical protein
PJNEKNFH_18338	CDS	201	crcB_6			Putative fluoride ion transporter CrcB
PJNEKNFH_18339	CDS	366				hypothetical protein
PJNEKNFH_18340	CDS	189				hypothetical protein
PJNEKNFH_18341	CDS	156				hypothetical protein
PJNEKNFH_18342	CDS	231				hypothetical protein
PJNEKNFH_18343	CDS	177				hypothetical protein
PJNEKNFH_18344	CDS	240				hypothetical protein
PJNEKNFH_18345	CDS	234				hypothetical protein
PJNEKNFH_18346	CDS	216				hypothetical protein
PJNEKNFH_18347	CDS	840				hypothetical protein
PJNEKNFH_18348	CDS	978				hypothetical protein
PJNEKNFH_18349	CDS	558				hypothetical protein
PJNEKNFH_18350	CDS	378	rsmE_3	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
PJNEKNFH_18351	tRNA	92				tRNA-Arg(gcg)
PJNEKNFH_18352	CDS	960				hypothetical protein
PJNEKNFH_18353	CDS	1122	pepA_10	3.4.11.1	COG0260	Cytosol aminopeptidase
PJNEKNFH_18354	CDS	255				hypothetical protein
PJNEKNFH_18355	CDS	177				hypothetical protein
PJNEKNFH_18356	CDS	180				hypothetical protein
PJNEKNFH_18357	CDS	1020	btuD_38	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PJNEKNFH_18358	CDS	525				hypothetical protein
PJNEKNFH_18359	CDS	507				hypothetical protein
PJNEKNFH_18360	CDS	768				hypothetical protein
PJNEKNFH_18361	CDS	321				hypothetical protein
PJNEKNFH_18362	CDS	723	dapE_10	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
PJNEKNFH_18363	CDS	141				hypothetical protein
PJNEKNFH_18364	CDS	249				hypothetical protein
PJNEKNFH_18365	CDS	201				hypothetical protein
PJNEKNFH_18366	CDS	993	add_1	3.5.4.4	COG1816	Adenosine deaminase
PJNEKNFH_18367	CDS	195				hypothetical protein
PJNEKNFH_18368	CDS	240				hypothetical protein
PJNEKNFH_18369	CDS	147				hypothetical protein
PJNEKNFH_18370	CDS	228				hypothetical protein
PJNEKNFH_18371	CDS	723				hypothetical protein
PJNEKNFH_18372	CDS	333				hypothetical protein
PJNEKNFH_18373	CDS	171				hypothetical protein
PJNEKNFH_18374	CDS	654				hypothetical protein
PJNEKNFH_18375	CDS	462	vraR_1		COG2197	Response regulator protein VraR
PJNEKNFH_18376	CDS	690				hypothetical protein
PJNEKNFH_18377	CDS	93				hypothetical protein
PJNEKNFH_18378	CDS	834	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
PJNEKNFH_18379	CDS	153				hypothetical protein
PJNEKNFH_18380	CDS	723	ccsA_3			Cytochrome c biogenesis protein CcsA
PJNEKNFH_18381	CDS	303				hypothetical protein
PJNEKNFH_18382	CDS	387				hypothetical protein
PJNEKNFH_18383	CDS	879	garR_5	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
PJNEKNFH_18384	CDS	657	atoC_9		COG2204	Regulatory protein AtoC
PJNEKNFH_18385	CDS	282				hypothetical protein
PJNEKNFH_18386	CDS	888	lpxB_6	2.4.1.182		Lipid-A-disaccharide synthase
PJNEKNFH_18387	CDS	411				hypothetical protein
PJNEKNFH_18388	CDS	801	motA_3		COG1291	Motility protein A
PJNEKNFH_18389	CDS	168				hypothetical protein
PJNEKNFH_18390	CDS	135				hypothetical protein
PJNEKNFH_18391	CDS	636		1.3.1.103		2-haloacrylate reductase
PJNEKNFH_18392	CDS	1128	cysN_1	2.7.7.4		Sulfate adenylyltransferase subunit 1
PJNEKNFH_18393	CDS	123				hypothetical protein
PJNEKNFH_18394	CDS	285				hypothetical protein
PJNEKNFH_18395	CDS	1125				hypothetical protein
PJNEKNFH_18396	CDS	468				hypothetical protein
PJNEKNFH_18397	CDS	582				hypothetical protein
PJNEKNFH_18398	CDS	177				hypothetical protein
PJNEKNFH_18399	CDS	315				hypothetical protein
PJNEKNFH_18400	CDS	201				hypothetical protein
PJNEKNFH_18401	CDS	894				hypothetical protein
PJNEKNFH_18402	CDS	249				hypothetical protein
PJNEKNFH_18403	CDS	525				hypothetical protein
PJNEKNFH_18404	CDS	210				hypothetical protein
PJNEKNFH_18405	CDS	777				hypothetical protein
PJNEKNFH_18406	CDS	381	mnmG_4		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
PJNEKNFH_18407	tRNA	91				tRNA-Ser(gga)
PJNEKNFH_18408	CDS	789	yhdG_4		COG0531	putative amino acid permease YhdG
PJNEKNFH_18409	CDS	564				hypothetical protein
PJNEKNFH_18410	CDS	486	soxA_2	1.5.3.1		Monomeric sarcosine oxidase
PJNEKNFH_18411	CDS	144				hypothetical protein
PJNEKNFH_18412	CDS	180				hypothetical protein
PJNEKNFH_18413	CDS	174				hypothetical protein
PJNEKNFH_18414	CDS	213				hypothetical protein
PJNEKNFH_18415	CDS	315				hypothetical protein
PJNEKNFH_18416	CDS	114				hypothetical protein
PJNEKNFH_18417	CDS	231				hypothetical protein
PJNEKNFH_18418	CDS	852	gcvH_5			Glycine cleavage system H protein
PJNEKNFH_18419	CDS	198				hypothetical protein
PJNEKNFH_18420	CDS	450				hypothetical protein
PJNEKNFH_18421	CDS	483	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
PJNEKNFH_18422	CDS	249				hypothetical protein
PJNEKNFH_18423	CDS	171				hypothetical protein
PJNEKNFH_18424	CDS	471	cry2		COG0415	Cryptochrome-like protein cry2
PJNEKNFH_18425	CDS	150				hypothetical protein
PJNEKNFH_18426	CDS	318	yidD_4			Putative membrane protein insertion efficiency factor
PJNEKNFH_18427	CDS	396	rnpA_4	3.1.26.5		Ribonuclease P protein component
PJNEKNFH_18428	CDS	318				hypothetical protein
PJNEKNFH_18429	CDS	549				hypothetical protein
PJNEKNFH_18430	CDS	216	tatA_4		COG1826	Sec-independent protein translocase protein TatA
PJNEKNFH_18431	CDS	396	tatB_4			Sec-independent protein translocase protein TatB
PJNEKNFH_18432	CDS	936				Blue-light-activated protein
PJNEKNFH_18433	CDS	789	thi4_4	2.4.2.59		Thiamine thiazole synthase
PJNEKNFH_18434	CDS	498				hypothetical protein
