# locus_id	locus_tag	location	classification	internal_stop	indel	ref_id	description	query_cov	ref_cov	identity
MGA_28399	LOCUS_157570	sequence10341:141..>913(-)	internal_stop_codon	141..143(-)		WP_013531104.1	ribonuclease J	97.3	44.8	75.9
MGA_28407	LOCUS_157580	sequence10346:381..>913(-)	partial			WP_010971919.1	TerC family protein	96.6	52.3	66.1
MGA_28419	LOCUS_157610	sequence10354:105..401(-)	partial			WP_037394092.1	TetR/AcrR family transcriptional regulator	65.3	27.6	65.6
MGA_28420	LOCUS_157620	sequence10354:357..737(+)	partial			WP_013529163.1	hypothetical protein	100.0	22.8	67.5
MGA_28422	LOCUS_157630	sequence10355:<1..830(+)	partial			WP_012640439.1	phosphoribosyltransferase	56.0	79.8	77.3
MGA_28423	LOCUS_157640	sequence10356:272..574(+)	internal_stop_codon	572..574(+)		WP_011037388.1	GNAT family N-acetyltransferase	91.0	43.8	56.0
MGA_28424	LOCUS_157650	sequence10356:593..868(+)	internal_stop_codon	572..574(+)		WP_011037388.1	GNAT family N-acetyltransferase	98.9	44.3	56.7
MGA_28462	LOCUS_157710	sequence10379:364..>912(-)	partial			WP_011730671.1	long-chain fatty acid--CoA ligase	93.4	34.3	58.8
MGA_28466	LOCUS_157720	sequence10381:281..808(-)	partial			WP_010951242.1	DNA topoisomerase IV subunit B	76.6	20.3	73.9
MGA_28468	LOCUS_157730	sequence10382:296..790(+)	internal_stop_codon	788..790(+)		WP_010974016.1	ATP-dependent helicase	91.5	21.8	76.7
MGA_28474	LOCUS_157740	sequence10385:319..>911(-)	partial			WP_013531958.1	type II secretion system F family protein	94.9	58.4	85.0
MGA_28484	LOCUS_157770	sequence10391:233..562(+)	internal_stop_codon	560..562(+)		WP_011861449.1	dihydropyrimidinase	94.5	23.0	44.9
MGA_28502	LOCUS_157790	sequence10404:<1..606(+)	partial			WP_037403150.1	aspartate aminotransferase family protein	99.5	44.9	77.5
MGA_28505	LOCUS_157800	sequence10405:184..>910(-)	partial			WP_012257880.1	circularly permuted type 2 ATP-grasp protein	97.9	48.4	60.6
MGA_28509	LOCUS_157820	sequence10408:73..690(+)	partial			WP_011227826.1	phosphoenolpyruvate carboxykinase (ATP)	98.0	38.0	58.2
MGA_28525	LOCUS_157860	sequence10416:167..736(+)	internal_stop_codon	17..19(+),32..34(+)		WP_014208114.1	DUF445 family protein	100.0	46.7	85.2
MGA_28535	LOCUS_157870	sequence10422:246..842(-)	partial			WP_015039027.1	M81 family metallopeptidase	73.2	32.2	32.1
MGA_28543	LOCUS_157900	sequence10426:131..328(+)	internal_stop_codon	38..40(+),326..328(+)		WP_010919998.1	methionine synthase	98.5	7.1	73.4
MGA_28545	LOCUS_157910	sequence10427:<1..659(+)	partial			WP_158841022.1	recombinase family protein	94.5	30.4	52.4
MGA_28560	LOCUS_157950	sequence10436:261..>909(-)	partial			WP_013222087.1	cation acetate symporter	46.5	16.4	55.4
MGA_28561	LOCUS_157960	sequence10437:197..>909(-)	partial			WP_013528037.1	dihydroxy-acid dehydratase	99.2	38.1	79.5
MGA_28566	LOCUS_157970	sequence10440:57..>909(-)	partial			WP_014329122.1	aldehyde dehydrogenase family protein	71.0	37.8	69.3
MGA_28567	LOCUS_157980	sequence10441:200..841(+)	partial			WP_013531412.1	50S ribosomal protein L10	24.4	30.2	57.7
MGA_28580	LOCUS_158020	sequence10448:<1..560(+)	partial			WP_015365467.1	neutral zinc metallopeptidase	99.5	62.2	53.3
MGA_28582	LOCUS_158030	sequence10449:<1..677(+)	internal_stop_codon	807..809(+),675..677(+),759..761(+)		WP_011964319.1	NADH-quinone oxidoreductase subunit D	98.7	53.6	74.7
MGA_28593	LOCUS_158060	sequence10456:<1..892(+)	partial			WP_011035928.1	energy-dependent translational throttle protein EttA	98.3	52.6	82.1
MGA_28599	LOCUS_158080	sequence10460:366..>908(-)	partial			WP_010921184.1	glycine cleavage system aminomethyltransferase GcvT	100.0	48.0	71.7
MGA_28607	LOCUS_158090	sequence10465:357..>908(-)	partial			WP_003115055.1	type VI secretion system baseplate subunit TssF	100.0	29.2	59.6
MGA_28609	LOCUS_158100	sequence10466:323..>908(-)	partial			WP_010918841.1	urocanate hydratase	99.0	34.7	87.5
MGA_28619	LOCUS_158110	sequence10471:265..417(+)	partial			WP_010920662.1	hypothetical protein	96.0	26.5	61.2
MGA_28621	LOCUS_158120	sequence10472:243..>908(-)	partial			WP_050983961.1	alpha/beta hydrolase	89.1	65.6	40.6
MGA_28632	LOCUS_158140	sequence10478:179..>908(-)	partial			WP_012640438.1	argininosuccinate lyase	99.6	51.1	82.2
MGA_28638	LOCUS_158160	sequence10483:28..693(+)	partial			WP_011119893.1	cytochrome c oxidase assembly protein	62.9	64.1	46.2
MGA_28640	LOCUS_158170	sequence10484:<1..503(+)	partial			WP_003105136.1	urea ABC transporter ATP-binding protein UrtD	100.0	58.2	65.7
MGA_28648	LOCUS_158220	sequence10488:<1..604(+)	partial			WP_004193371.1	phospholipase D family protein	73.0	69.1	40.1
MGA_28657	LOCUS_158230	sequence10495:370..>907(-)	partial			WP_001011576.1	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	61.2	16.4	69.7
MGA_28686	LOCUS_158310	sequence10511:272..>906(-)	partial			WP_063921411.1	isocitrate lyase	99.5	38.4	84.2
MGA_28687	LOCUS_158320	sequence10512:59..>906(-)	partial			WP_013532328.1	NADH:flavin oxidoreductase	96.8	40.1	76.9
MGA_28691	LOCUS_158330	sequence10515:450..773(-)	partial			WP_013528811.1	hypothetical protein	81.3	54.1	40.2
MGA_28695	LOCUS_158340	sequence10518:<1..530(+)	partial			WP_010920494.1	choline dehydrogenase	82.9	26.1	51.7
MGA_28701	LOCUS_158360	sequence10521:2..433(+)	partial			WP_005071971.1	DedA family protein	93.0	62.4	48.9
MGA_28704	LOCUS_158370	sequence10522:273..830(-)	partial			WP_011122649.1	transglutaminase domain-containing protein	100.0	17.6	40.5
MGA_28707	LOCUS_158380	sequence10524:175..>906(-)	partial			WP_010942684.1	sigma-54 dependent transcriptional regulator	100.0	54.1	49.2
MGA_28709	LOCUS_158400	sequence10525:335..649(+)	partial			WP_013533083.1	alcohol dehydrogenase catalytic domain-containing protein	41.3	12.7	58.1
MGA_28720	LOCUS_158410	sequence10531:57..572(-)	internal_stop_codon	57..59(-)		WP_013531821.1	tRNA guanosine(34) transglycosylase Tgt	98.2	44.7	67.3
MGA_28727	LOCUS_158420	sequence10535:<1..635(+)	partial			WP_013531206.1	3-hydroxyisobutyrate dehydrogenase	98.6	70.4	87.9
MGA_28729	LOCUS_158430	sequence10536:<1..655(+)	partial			WP_011337312.1	sulfite exporter TauE/SafE family protein	99.5	70.6	56.5
MGA_28737	LOCUS_158460	sequence10540:263..715(+)	partial			WP_013844628.1	DUF983 domain-containing protein	70.7	75.7	54.7
MGA_28746	LOCUS_158480	sequence10544:392..>905(-)	partial			WP_013531863.1	histidine phosphatase family protein	45.3	46.1	53.2
MGA_28751	LOCUS_158500	sequence10548:11..616(-)	partial			WP_011072544.1	MMPL family transporter	72.1	18.7	37.4
MGA_28757	LOCUS_158520	sequence10552:<1..724(+)	partial			WP_010919420.1	penicillin-binding protein 2	88.8	32.1	71.8
MGA_28759	LOCUS_158530	sequence10553:69..905(-)	partial			WP_165691202.1	COX15/CtaA family protein	96.0	73.0	62.3
MGA_28760	LOCUS_158540	sequence10554:<1..850(+)	internal_stop_codon	848..850(+)		WP_011388853.1	ATP-dependent zinc metalloprotease FtsH	84.8	37.2	54.5
MGA_28765	LOCUS_158550	sequence10557:368..862(+)	partial			WP_005086611.1	dihydroxy-acid dehydratase	56.1	65.2	42.4
MGA_28779	LOCUS_158590	sequence10566:494..901(+)	partial			WP_010942654.1	cysteine desulfurase NifS	80.7	29.4	37.9
MGA_28791	LOCUS_158640	sequence10573:2..697(+)	partial			WP_011089209.1	NAD-dependent malic enzyme	92.2	40.1	49.8
MGA_28793	LOCUS_158650	sequence10574:141..>904(-)	partial			WP_011338516.1	DEAD/DEAH box helicase	49.0	26.9	58.1
MGA_28826	LOCUS_158730	sequence10594:<1..750(+)	partial			WP_024265514.1	TonB-dependent receptor	100.0	30.0	38.5
MGA_28828	LOCUS_158740	sequence10595:89..592(+)	internal_stop_codon	26..28(+)		WP_050911213.1	phosphoribosylaminoimidazolesuccinocarboxamide synthase	98.8	53.6	72.1
MGA_28832	LOCUS_158750	sequence10597:213..>903(-)	partial			WP_013530934.1	methylenetetrahydrofolate reductase [NAD(P)H]	99.6	74.8	73.7
MGA_28833	LOCUS_158760	sequence10598:<1..741(+)	partial			WP_011704938.1	FKBP-type peptidyl-prolyl cis-trans isomerase	52.4	48.5	41.7
MGA_28835	LOCUS_158770	sequence10599:88..639(-)	partial			WP_000301909.1	DUF262 domain-containing protein	72.1	28.9	32.9
MGA_28838	LOCUS_158780	sequence10601:75..857(+)	partial			WP_004192599.1	zf-HC2 domain-containing protein	54.6	41.9	40.0
MGA_28851	LOCUS_158790	sequence10609:216..785(-)	frameshift		248	WP_010967612.1	alpha/beta hydrolase	94.2	51.3	49.2
MGA_28853	LOCUS_158800	sequence10610:28..>903(-)	partial			WP_011963291.1	heavy metal translocating P-type ATPase metal-binding domain-containing protein	95.9	35.5	50.5
MGA_28855	LOCUS_158810	sequence10611:193..>903(-)	partial			WP_011037245.1	TIGR03862 family flavoprotein	98.7	55.9	64.8
MGA_28856	LOCUS_158820	sequence10612:<1..748(+)	partial			WP_011086859.1	beta-ketoacyl-ACP synthase II	99.2	58.4	79.3
MGA_28859	LOCUS_158830	sequence10614:<1..876(+)	partial			WP_037392302.1	IclR family transcriptional regulator	28.9	32.2	58.3
MGA_28860	LOCUS_158840	sequence10615:47..622(+)	partial			WP_176994000.1	sulfate adenylyltransferase subunit CysN	52.4	15.7	50.0
MGA_28872	LOCUS_158870	sequence10622:<1..665(+)	partial			WP_002721490.1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	100.0	41.6	69.1
MGA_28883	LOCUS_158910	sequence10628:<1..733(+)	partial			WP_011037839.1	IS5 family transposase	89.7	66.9	76.6
MGA_28899	LOCUS_158930	sequence10638:293..898(-)	partial			WP_038966466.1	cytochrome P450	96.5	47.8	41.8
MGA_28906	LOCUS_158950	sequence10644:<1..632(+)	partial			WP_010918338.1	Na+/H+ antiporter NhaA	72.2	37.0	51.9
MGA_28908	LOCUS_158960	sequence10645:262..537(+)	frameshift		519	WP_121576702.1	IS3 family transposase	84.6	19.8	44.2
MGA_28913	LOCUS_158970	sequence10648:27..815(+)	partial			WP_011963944.1	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	98.5	65.2	58.8
MGA_28917	LOCUS_158990	sequence10651:<1..735(+)	partial			WP_011727804.1	tryptophan--tRNA ligase	54.5	39.3	61.7
MGA_28921	LOCUS_159010	sequence10655:<1..759(+)	partial			WP_011037688.1	DUF853 family protein	94.8	47.7	67.4
MGA_28928	LOCUS_159030	sequence10659:79..>900(-)	partial			WP_038966276.1	MFS transporter	49.5	29.7	80.0
MGA_28931	LOCUS_159040	sequence10662:293..652(-)	partial			WP_004197524.1	pyridoxamine 5'-phosphate oxidase family protein	79.8	23.2	37.9
MGA_28939	LOCUS_159080	sequence10666:321..>900(-)	partial			WP_024312095.1	ThuA domain-containing protein	100.0	73.6	82.3
MGA_28940	LOCUS_159090	sequence10667:<1..563(+)	partial			WP_024265642.1	MOSC domain-containing protein	96.2	70.8	51.4
MGA_28944	LOCUS_159100	sequence10669:29..655(+)	partial			WP_010881096.1	ATP-binding protein	65.9	24.8	50.4
MGA_28950	LOCUS_159120	sequence10672:170..685(-)	internal_stop_codon	734..736(-)		WP_011202171.1	cellobiose 2-epimerase	93.6	41.1	44.7
MGA_28979	LOCUS_159180	sequence10688:<1..543(+)	partial			WP_013529155.1	phosphoglucosamine mutase	59.4	23.8	78.5
MGA_28984	LOCUS_159190	sequence10690:378..>898(-)	partial			WP_010919849.1	DNA repair protein RecN	98.8	29.9	69.4
MGA_28990	LOCUS_159220	sequence10693:371..>898(-)	partial			WP_010972097.1	zinc-dependent alcohol dehydrogenase family protein	87.4	44.4	65.6
MGA_29023	LOCUS_159310	sequence10712:<1..634(+)	partial			WP_013528249.1	ABC transporter permease	100.0	65.8	74.8
MGA_29030	LOCUS_159330	sequence10716:213..>898(-)	partial			WP_003535280.1	DJ-1/PfpI/YhbO family deglycase/protease	26.4	30.8	73.3
MGA_29034	LOCUS_159340	sequence10719:<1..643(+)	partial			WP_011109107.1	RagB/SusD family nutrient uptake outer membrane protein	55.9	19.9	35.2
MGA_29041	LOCUS_159370	sequence10723:351..>897(-)	partial			WP_011974272.1	FecR domain-containing protein	100.0	14.7	44.8
MGA_29047	LOCUS_159380	sequence10728:<1..729(+)	partial			WP_176742172.1	DUF1295 domain-containing protein	83.9	73.5	49.8
MGA_29052	LOCUS_159400	sequence10731:<1..687(+)	partial			WP_063169141.1	sensor histidine kinase	100.0	65.6	64.6
MGA_29080	LOCUS_159470	sequence10748:125..>896(-)	partial			WP_005784515.1	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II	98.4	62.4	64.3
MGA_29086	LOCUS_159480	sequence10752:21..881(+)	partial			WP_010920970.1	ABC transporter ATP-binding protein	96.9	72.4	58.6
MGA_29096	LOCUS_159500	sequence10759:<1..572(+)	partial			WP_011963147.1	carboxyl transferase domain-containing protein	100.0	34.9	87.8
MGA_29099	LOCUS_159520	sequence10761:226..894(+)	partial			WP_011460968.1	HD domain-containing protein	82.4	37.2	35.9
MGA_29116	LOCUS_159580	sequence10770:10..>896(-)	partial			WP_010973542.1	DUF2332 domain-containing protein	55.4	46.5	46.0
MGA_29120	LOCUS_159590	sequence10773:1..447(+)	partial			WP_011404832.1	DUF3341 domain-containing protein	75.0	57.2	37.1
MGA_29124	LOCUS_159620	sequence10774:650..811(+)	partial			WP_003534544.1	exodeoxyribonuclease III	92.5	18.6	65.3
MGA_29127	LOCUS_159640	sequence10775:347..>895(-)	partial			WP_004526483.1	sensor histidine kinase	97.8	30.4	38.8
MGA_29130	LOCUS_159650	sequence10777:300..860(+)	partial			WP_009564385.1	cytochrome c family protein	54.3	70.1	48.5
MGA_29134	LOCUS_159670	sequence10779:468..761(-)	internal_stop_codon	777..779(-)		WP_006313706.1	DMT family transporter	45.4	14.8	65.9
MGA_29138	LOCUS_159690	sequence10782:<1..657(+)	partial			WP_011088636.1	dipeptide epimerase	90.8	59.8	56.1
MGA_29140	LOCUS_159700	sequence10783:193..849(-)	partial			WP_011963230.1	DNA polymerase III subunit beta	89.9	52.7	42.9
MGA_29147	LOCUS_159720	sequence10788:<1..810(+)	partial			WP_011392081.1	rod shape-determining protein RodA	89.6	68.5	40.2
MGA_29153	LOCUS_159730	sequence10793:97..738(-)	frameshift,internal_stop_codon	73..75(-)	108	WP_024265767.1	hypothetical protein	82.2	63.4	44.1
MGA_29158	LOCUS_159740	sequence10797:103..609(+)	partial			WP_013531105.1	methylmalonyl-CoA epimerase	57.7	72.4	76.3
MGA_29167	LOCUS_159770	sequence10802:303..>894(-)	partial			WP_027480157.1	ABC transporter substrate-binding protein	100.0	52.0	56.3
MGA_29169	LOCUS_159790	sequence10803:333..>894(-)	partial			WP_011391407.1	transcription antitermination factor NusB	51.6	22.1	43.3
MGA_29171	LOCUS_159800	sequence10804:87..>894(-)	partial			WP_011085110.1	tricarballylate utilization 4Fe-4S protein TcuB	95.5	70.8	56.4
MGA_29182	LOCUS_159830	sequence10811:42..>894(-)	partial			WP_046463281.1	WGR domain-containing protein	92.2	14.0	34.0
MGA_29183	LOCUS_159840	sequence10812:<1..736(+)	partial			WP_011035999.1	tRNA dihydrouridine synthase DusB	46.3	34.0	67.3
MGA_29202	LOCUS_159900	sequence10823:577..891(-)	internal_stop_codon	571..573(-),577..579(-)		WP_010938180.1	elongation factor G	98.1	14.7	35.3
MGA_29209	LOCUS_159910	sequence10827:<1..720(+)	partial			WP_011203251.1	kelch repeat-containing protein	92.5	66.0	46.3
MGA_29224	LOCUS_159940	sequence10836:1..396(+)	partial			WP_064243004.1	ABC transporter substrate-binding protein	94.7	30.8	47.6
MGA_29232	LOCUS_159960	sequence10841:272..871(-)	partial			WP_050129821.1	MacB family efflux pump subunit	92.5	27.9	54.3
MGA_29254	LOCUS_159990	sequence10856:<1..735(+)	partial			WP_013532528.1	amidophosphoribosyltransferase	99.6	49.7	89.3
MGA_29265	LOCUS_160020	sequence10862:96..686(-)	partial			WP_013530541.1	LysR family transcriptional regulator	81.6	53.5	68.8
MGA_29271	LOCUS_160030	sequence10866:22..228(-)	partial			WP_010971080.1	DUF2093 domain-containing protein	82.4	72.7	60.7
MGA_29272	LOCUS_160040	sequence10866:304..891(-)	partial			WP_003812887.1	exodeoxyribonuclease VII large subunit	86.2	40.6	31.9
MGA_29283	LOCUS_160060	sequence10873:371..661(+)	internal_stop_codon	836..838(+),659..661(+)		WP_004193192.1	glutamine-hydrolyzing GMP synthase	87.5	15.6	73.8
MGA_29284	LOCUS_160070	sequence10873:665..838(+)	internal_stop_codon	836..838(+),659..661(+)		WP_010947449.1	glutamine-hydrolyzing GMP synthase	100.0	10.9	54.4
MGA_29285	LOCUS_160080	sequence10874:153..>891(-)	partial			WP_004528518.1	cation:proton antiporter	99.6	41.9	57.0
MGA_29301	LOCUS_160110	sequence10883:<1..527(+)	partial			WP_037398735.1	polyribonucleotide nucleotidyltransferase	99.4	24.3	88.5
MGA_29304	LOCUS_160120	sequence10884:384..>891(-)	partial			WP_000643856.1	NAD(P)-dependent alcohol dehydrogenase	93.5	52.0	45.2
MGA_29343	LOCUS_160240	sequence10906:629..856(-)	partial			WP_010943358.1	protein-methionine-sulfoxide reductase catalytic subunit MsrP	81.3	18.8	60.7
MGA_29347	LOCUS_160250	sequence10908:266..649(-)	partial			WP_004525207.1	UTP--glucose-1-phosphate uridylyltransferase GalU	55.1	23.7	72.9
MGA_29349	LOCUS_160260	sequence10909:<1..723(+)	partial			WP_010887568.1	DUF427 domain-containing protein	32.1	81.9	77.9
MGA_29351	LOCUS_160270	sequence10910:123..>890(-)	partial			WP_010921342.1	histidine--tRNA ligase	92.9	47.9	63.3
MGA_29378	LOCUS_160340	sequence10923:594..887(-)	partial			WP_011975309.1	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	69.1	19.5	49.3
MGA_29381	LOCUS_160350	sequence10925:272..559(+)	partial			WP_010919777.1	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	98.9	35.7	66.0
MGA_29385	LOCUS_160380	sequence10927:297..>889(-)	partial			WP_011142489.1	efflux RND transporter permease subunit	99.5	18.8	60.0
MGA_29403	LOCUS_160440	sequence10937:<1..741(+)	partial			WP_013529605.1	tripartite tricarboxylate transporter permease	99.6	48.8	73.9
MGA_29409	LOCUS_160470	sequence10940:274..690(-)	partial			WP_012257802.1	inositol monophosphatase family protein	93.5	49.8	48.1
MGA_29427	LOCUS_160510	sequence10951:<1..639(+)	partial			WP_012640276.1	adenosylmethionine--8-amino-7-oxononanoate transaminase	93.9	47.4	74.9
MGA_29429	LOCUS_160520	sequence10952:<1..657(+)	partial			WP_011035928.1	energy-dependent translational throttle protein EttA	98.6	38.7	81.9
MGA_29432	LOCUS_160530	sequence10953:263..>888(-)	internal_stop_codon	263..265(-)		WP_011963944.1	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	100.0	51.5	75.4
MGA_29434	LOCUS_160540	sequence10954:462..791(-)	partial			WP_164921727.1	ferritin-like domain-containing protein	86.2	9.6	40.6
MGA_29439	LOCUS_160560	sequence10957:58..273(-)	partial			WP_038966290.1	DUF1775 domain-containing protein	100.0	41.3	52.1
MGA_29444	LOCUS_160580	sequence10959:<1..692(+)	partial			WP_013528504.1	membrane protein insertase YidC	93.4	35.5	81.8
MGA_29450	LOCUS_160600	sequence10962:<1..691(+)	partial			WP_003973724.1	Na+/H+ antiporter	97.4	42.1	33.8
MGA_29457	LOCUS_160620	sequence10965:<1..608(+)	partial			WP_013224351.1	acyl-CoA dehydrogenase family protein	100.0	52.2	59.2
MGA_29458	LOCUS_160630	sequence10966:4..384(-)	partial			WP_013527937.1	3-deoxy-manno-octulosonate cytidylyltransferase	84.1	43.8	75.5
MGA_29459	LOCUS_160640	sequence10966:570..878(+)	partial			WP_013527938.1	cytochrome c family protein	100.0	44.4	49.0
MGA_29460	LOCUS_160650	sequence10967:<1..503(+)	partial			WP_010919954.1	SDR family NAD(P)-dependent oxidoreductase	99.4	54.8	64.2
MGA_29464	LOCUS_160660	sequence10969:25..480(+)	partial			WP_011085686.1	bifunctional alpha/beta hydrolase/OsmC family protein	88.1	34.6	46.8
MGA_29482	LOCUS_160720	sequence10978:252..449(+)	partial			WP_164921679.1	pyrroline-5-carboxylate reductase	95.4	22.8	56.5
MGA_29507	LOCUS_160770	sequence10991:316..>886(-)	partial			WP_011038924.1	AAA family ATPase	96.8	69.1	62.8
MGA_29513	LOCUS_160790	sequence10995:499..669(+)	internal_stop_codon	484..486(+)		WP_010920568.1	efflux RND transporter periplasmic adaptor subunit	96.4	13.1	61.1
MGA_29517	LOCUS_160800	sequence10997:320..847(+)	partial			WP_015064401.1	CaiB/BaiF CoA-transferase family protein	93.7	41.2	56.1
MGA_29518	LOCUS_160810	sequence10998:103..699(+)	partial			WP_027548748.1	type VI secretion system baseplate subunit TssK	93.9	41.6	42.5
MGA_29530	LOCUS_160830	sequence11004:8..>886(-)	partial			WP_010929886.1	potassium transporter TrkG	59.6	35.6	55.3
MGA_29537	LOCUS_160850	sequence11008:158..>885(-)	partial			WP_012640172.1	lytic transglycosylase domain-containing protein	91.7	31.9	72.3
MGA_29539	LOCUS_160860	sequence11010:23..883(-)	partial			WP_011389497.1	DNA gyrase subunit A	93.0	27.9	52.8
MGA_29543	LOCUS_160870	sequence11013:234..>885(-)	partial			WP_011963268.1	ParB/RepB/Spo0J family partition protein	94.9	69.1	48.1
MGA_29559	LOCUS_160910	sequence11023:<1..513(+)	partial			WP_011038616.1	pitrilysin family protein	99.4	17.6	48.2
MGA_29567	LOCUS_160940	sequence11027:374..>885(-)	internal_stop_codon	374..376(-)		WP_024698545.1	efflux RND transporter permease subunit	98.2	16.3	59.0
MGA_29574	LOCUS_160960	sequence11031:33..848(+)	partial			WP_011036248.1	DnaJ C-terminal domain-containing protein	57.2	54.1	65.0
MGA_29583	LOCUS_160980	sequence11036:417..776(-)	partial			WP_008763196.1	2-isopropylmalate synthase	91.6	21.9	59.6
MGA_29587	LOCUS_160990	sequence11038:157..669(-)	internal_stop_codon	721..723(-)		WP_028174657.1	TIGR01459 family HAD-type hydrolase	88.2	52.5	48.7
MGA_29609	LOCUS_161040	sequence11051:<1..554(+)	partial			WP_010974683.1	SDR family oxidoreductase	98.9	69.1	57.5
MGA_29629	LOCUS_161060	sequence11063:<1..579(+)	partial			WP_006314759.1	MFS transporter	99.5	43.9	64.4
MGA_29635	LOCUS_161070	sequence11066:245..676(-)	internal_stop_codon	803..805(-)		WP_010971803.1	monovalent cation:proton antiporter-2 (CPA2) family protein	79.7	18.9	49.1
MGA_29637	LOCUS_161080	sequence11067:3..671(+)	partial			WP_011090710.1	ABC transporter permease	97.3	27.4	46.8
MGA_29647	LOCUS_161090	sequence11073:227..>883(-)	partial			WP_063171201.1	ATP-binding protein	70.2	36.3	67.3
MGA_29648	LOCUS_161100	sequence11074:231..650(+)	partial			WP_038965338.1	aldo/keto reductase	69.8	28.9	67.0
MGA_29658	LOCUS_161130	sequence11080:2..601(+)	partial			WP_012640386.1	beta-N-acetylhexosaminidase	73.9	42.9	64.9
MGA_29668	LOCUS_161160	sequence11085:374..>882(-)	partial			WP_004191516.1	4-hydroxy-tetrahydrodipicolinate synthase	98.8	55.3	63.3
MGA_29674	LOCUS_161180	sequence11089:<1..853(+)	partial			WP_011035469.1	Fic family protein	97.9	71.6	61.7
MGA_29684	LOCUS_161190	sequence11096:101..253(+)	internal_stop_codon	86..88(+)		WP_013530072.1	LysE family translocator	100.0	23.8	62.0
MGA_29685	LOCUS_161200	sequence11096:263..463(-)	internal_stop_codon	530..532(-)		WP_013531356.1	leucyl/phenylalanyl-tRNA--protein transferase	100.0	32.2	66.7
MGA_29686	LOCUS_161210	sequence11096:530..880(-)	internal_stop_codon	530..532(-)		WP_013531356.1	leucyl/phenylalanyl-tRNA--protein transferase	100.0	56.6	72.4
MGA_29696	LOCUS_161240	sequence11103:<1..551(+)	partial			WP_124903406.1	glutamine-hydrolyzing GMP synthase	100.0	35.7	79.1
MGA_29700	LOCUS_161250	sequence11105:309..>881(-)	partial			WP_013528379.1	ABC transporter permease	96.8	55.6	70.7
MGA_29706	LOCUS_161270	sequence11109:253..>881(-)	partial			WP_014328991.1	ABC transporter permease subunit	99.5	70.6	87.0
MGA_29711	LOCUS_161280	sequence11112:256..777(-)	partial			WP_011963871.1	alkaline phosphatase family protein	88.4	28.3	30.7
MGA_29723	LOCUS_161290	sequence11119:271..597(+)	partial			WP_158908668.1	HsdR family type I site-specific deoxyribonuclease	93.5	14.2	38.6
MGA_29724	LOCUS_161300	sequence11119:511..744(-)	partial			WP_011974255.1	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	75.3	12.3	62.1
MGA_29729	LOCUS_161310	sequence11121:325..>880(-)	partial			WP_003091085.1	alpha/beta fold hydrolase	98.4	56.5	38.3
MGA_29739	LOCUS_161340	sequence11128:<1..513(+)	partial			WP_010919281.1	cytochrome c oxidase accessory protein CcoG	98.8	33.5	52.4
MGA_29742	LOCUS_161350	sequence11130:<1..769(+)	partial			WP_011392358.1	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	99.2	54.8	33.5
MGA_29750	LOCUS_161380	sequence11134:225..>880(-)	partial			WP_165448192.1	calcium-binding protein	96.8	48.9	38.0
MGA_29758	LOCUS_161390	sequence11139:<1..569(+)	partial			WP_011035843.1	glycosyltransferase family 4 protein	68.6	28.0	45.0
MGA_29761	LOCUS_161400	sequence11140:293..>880(-)	internal_stop_codon	293..295(-)		WP_011964459.1	TonB-dependent receptor	100.0	26.6	54.4
MGA_29766	LOCUS_161410	sequence11143:124..753(-)	internal_stop_codon	124..126(-)		WP_011072171.1	glucans biosynthesis glucosyltransferase MdoH	98.6	27.9	38.2
MGA_29768	LOCUS_161420	sequence11144:157..801(+)	partial			WP_010969372.1	transcription-repair coupling factor	100.0	18.3	76.6
MGA_29769	LOCUS_161430	sequence11145:3..857(+)	partial			WP_011963797.1	ATP-binding protein	97.9	50.5	51.9
MGA_29779	LOCUS_161450	sequence11150:96..665(+)	internal_stop_codon	90..92(+)		WP_013529620.1	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	88.9	41.0	74.4
MGA_29787	LOCUS_161480	sequence11155:167..421(+)	partial			WP_003114292.1	cytochrome c maturation protein CcmH	96.4	53.5	48.8
MGA_29789	LOCUS_161490	sequence11156:267..761(-)	partial			WP_011036140.1	translational GTPase TypA	98.8	26.6	71.6
MGA_29793	LOCUS_161510	sequence11158:266..>879(-)	partial			WP_236615816.1	serine/threonine-protein kinase	97.5	31.9	32.3
MGA_29803	LOCUS_161540	sequence11164:194..568(-)	internal_stop_codon	689..691(-),782..784(-)		WP_200858940.1	ATP-dependent zinc metalloprotease FtsH	79.8	16.1	44.4
MGA_29808	LOCUS_161550	sequence11167:122..712(-)	partial			WP_011390633.1	DNA primase	61.7	19.5	57.0
